,match_id,date,time,matchday,team,opponent,place,result,s_goals,c_goals,team_streak,opp_streak,team_last_five,opp_last_five,rank_team,rank_opponent,team_xGoals,team_xAssists,opp_xGoals,opp_xAssists,team_shots_total,opp_shots_total,team_ball_possession,opp_ball_possession,rolling_s_goals,rolling_c_goals,rolling_team_xGoals,rolling_team_xAssists,rolling_opp_xGoals,rolling_opp_xAssists,rolling_team_shots_total,rolling_opp_shots_total,rolling_team_ball_possession,rolling_opp_ball_possession
386,59363,2021-01-31,12,20,spezia,udinese,H,L,0,1,0,1.0,"[-1, 1, 1, 0, -1]","[0, -1, -1, 0, 0]",15.0,14.0,0.6599999999999999,0.6699999999999999,-1.0500000000000003,-4.550000000000001,10,6,0.64,0.36,1.4,1.4,-0.026000000000000113,-0.3820000000000001,1.9780000000000004,-0.8700000000000003,7.4,14.2,0.46799999999999997,0.532
387,59363,2021-01-31,12,20,udinese,spezia,A,W,1,0,1.0,0,"[0, -1, -1, 0, 0]","[-1, 1, 1, 0, -1]",14.0,15.0,-1.0500000000000003,-4.550000000000001,0.6599999999999999,0.6699999999999999,6,10,0.36,0.64,1.0,1.4,-6.851999999999999,-4.653999999999999,2.4480000000000004,1.504,12.2,13.8,0.438,0.562
388,59364,2021-01-31,15,20,crotone,genoa,H,L,0,3,0,2.5,"[-1, -1, -1, 1, -1]","[0, -1, 1, 0, 1]",20.0,16.0,1.6800000000000002,2.2899999999999996,1.19,-0.8000000000000002,13,11,0.55,0.45,1.8,2.8,3.3520000000000003,1.9919999999999998,-1.326,-1.0440000000000005,10.0,15.2,0.514,0.48600000000000004
389,59364,2021-01-31,15,20,genoa,crotone,A,W,3,0,2.5,0,"[0, -1, 1, 0, 1]","[-1, -1, -1, 1, -1]",16.0,20.0,1.19,-0.8000000000000002,1.6800000000000002,2.2899999999999996,11,13,0.45,0.55,1.0,0.6,2.0300000000000002,-0.8400000000000001,3.0160000000000005,1.142,9.0,15.0,0.376,0.624
390,59365,2021-01-31,15,20,atalanta,lazio,H,L,1,3,8.0,4.5,"[1, 1, 0, 0, 1]","[0, 1, 1, 1, 1]",4.0,7.0,-1.8900000000000008,0.76,5.970000000000001,0.6799999999999998,8,14,0.57,0.43,2.2,0.4,0.2860000000000008,0.702,-0.44600000000000045,-1.5519999999999998,19.4,6.8,0.58,0.41999999999999993
391,59365,2021-01-31,15,20,lazio,atalanta,A,W,3,1,4.5,8.0,"[0, 1, 1, 1, 1]","[1, 1, 0, 0, 1]",7.0,4.0,5.970000000000001,0.6799999999999998,-1.8900000000000008,0.76,14,8,0.43,0.57,2.0,0.6,5.622000000000001,-0.1740000000000002,0.9780000000000001,-0.42200000000000026,14.8,8.6,0.496,0.5039999999999999
392,59366,2021-01-31,15,20,cagliari,sassuolo,H,D,1,1,0,0,"[-1, -1, -1, -1, -1]","[-1, 1, -1, 0, -1]",18.0,8.0,4.41,0.6300000000000003,-1.942890293094024e-16,1.5199999999999998,10,15,0.29,0.71,0.4,2.0,5.926,1.7060000000000002,0.17399999999999993,-1.262,12.0,15.8,0.5,0.5
393,59366,2021-01-31,15,20,sassuolo,cagliari,A,D,1,1,0,0,"[-1, 1, -1, 0, -1]","[-1, -1, -1, -1, -1]",8.0,18.0,-1.942890293094024e-16,1.5199999999999998,4.41,0.6300000000000003,15,10,0.71,0.29,1.2,2.4,2.0860000000000003,3.114,0.4320000000000004,-0.07600000000000015,11.6,16.8,0.55,0.45
394,59367,2021-01-31,18,20,napoli,parma,H,W,2,0,0,0,"[1, -1, 1, 1, -1]","[-1, -1, -1, 0, -1]",6.0,19.0,3.01,-0.11999999999999988,-1.36,-2.3099999999999996,10,5,0.47,0.53,2.8,1.4,1.608,-1.3900000000000001,0.51,-2.304,20.4,11.8,0.576,0.42400000000000004
395,59367,2021-01-31,18,20,parma,napoli,A,L,0,2,0,0,"[-1, -1, -1, 0, -1]","[1, -1, 1, 1, -1]",19.0,6.0,-1.36,-2.3099999999999996,3.01,-0.11999999999999988,5,10,0.53,0.47,0.2,2.2,0.5420000000000004,-0.9700000000000001,3.464000000000001,0.8,10.0,15.4,0.484,0.5159999999999999
396,59368,2021-01-31,20,20,roma,verona,H,W,3,1,1,1,"[1, 1, 0, -1, 1]","[1, 0, 1, -1, 1]",3.0,9.0,2.3499999999999996,0.5699999999999996,-0.9900000000000002,-2.2199999999999998,15,8,0.48,0.52,2.0,1.8,-1.8880000000000003,-2.348,3.9159999999999995,1.55,13.4,9.8,0.542,0.458
397,59368,2021-01-31,20,20,verona,roma,A,L,1,3,1,1,"[1, 0, 1, -1, 1]","[1, 1, 0, -1, 1]",9.0,3.0,-0.9900000000000002,-2.2199999999999998,2.3499999999999996,0.5699999999999996,8,15,0.52,0.48,1.4,0.8,-0.1099999999999999,-4.997999999999999,2.9539999999999997,0.7599999999999998,11.0,13.0,0.49000000000000005,0.51
398,59369,2021-02-05,20,21,fiorentina,inter,H,L,0,2,1.5,3.0,"[-1, 1, -1, 1, 0]","[-1, 0, 1, 0, 1]",11.0,2.0,-1.7300000000000002,-3.1900000000000004,2.8000000000000003,5.0,15,14,0.45,0.55,1.0,2.0,-1.2,-2.3820000000000006,4.026,-0.2740000000000001,11.6,11.4,0.504,0.496
399,59369,2021-02-05,20,21,inter,fiorentina,A,W,2,0,3.0,1.5,"[-1, 0, 1, 0, 1]","[-1, 1, -1, 1, 0]",2.0,11.0,2.8000000000000003,5.0,-1.7300000000000002,-3.1900000000000004,14,15,0.55,0.45,1.8,0.8,5.958,3.2239999999999993,-1.572,-0.96,16.0,7.8,0.5640000000000001,0.43600000000000005
400,59370,2021-02-06,15,21,sassuolo,spezia,H,L,1,2,0.5,0,"[1, -1, 0, -1, 0]","[1, 1, 0, -1, -1]",8.0,16.0,-0.5000000000000004,0.8600000000000004,-1.9299999999999997,2.9899999999999993,8,13,0.53,0.47,1.2,1.6,1.114,2.946,1.8680000000000003,-0.16600000000000006,12.6,14.2,0.5820000000000001,0.418
401,59370,2021-02-06,15,21,spezia,sassuolo,A,W,2,1,0,0.5,"[1, 1, 0, -1, -1]","[1, -1, 0, -1, 0]",16.0,8.0,-1.9299999999999997,2.9899999999999993,-0.5000000000000004,0.8600000000000004,13,8,0.47,0.53,1.4,1.4,0.1299999999999999,-0.4240000000000001,2.0200000000000005,-0.7740000000000004,8.0,13.0,0.49000000000000005,0.51
402,59371,2021-02-06,15,21,atalanta,torino,H,D,3,3,0,1.5,"[1, 0, 0, 1, -1]","[0, -1, 0, 0, 0]",7.0,17.0,3.349999999999999,2.28,1.52,-1.11,11,21,0.57,0.43,1.8,1.0,-0.8539999999999994,0.784,1.0539999999999996,-1.43,17.6,9.2,0.592,0.40800000000000003
403,59371,2021-02-06,15,21,torino,atalanta,A,D,3,3,1.5,0,"[0, -1, 0, 0, 0]","[1, 0, 0, 1, -1]",17.0,7.0,1.52,-1.11,3.349999999999999,2.28,21,11,0.43,0.57,0.8,1.2,2.7540000000000004,-1.1199999999999997,-0.426,-1.7200000000000002,13.4,8.0,0.556,0.44400000000000006
404,59372,2021-02-06,18,21,juventus,roma,H,W,2,0,2,2,"[1, 1, -1, 1, 1]","[1, 0, -1, 1, 1]",4.0,3.0,2.7,-2.7700000000000005,1.5100000000000007,1.9799999999999995,3,14,0.48,0.52,2.0,0.8,1.5139999999999998,-0.5359999999999999,3.0360000000000005,1.8499999999999996,15.6,12.8,0.558,0.442
405,59372,2021-02-06,18,21,roma,juventus,A,L,0,2,2,2,"[1, 0, -1, 1, 1]","[1, 1, -1, 1, 1]",3.0,4.0,1.5100000000000007,1.9799999999999995,2.7,-2.7700000000000005,14,3,0.52,0.48,2.4,2.0,-0.9660000000000002,-1.6039999999999999,2.476,0.36,12.2,10.4,0.508,0.492
406,59373,2021-02-06,20,21,genoa,napoli,H,W,2,1,3.5,1,"[-1, 1, 0, 1, 1]","[-1, 1, 1, -1, 1]",14.0,5.0,3.88,3.55,4.83,1.770000000000001,4,26,0.33,0.67,1.4,0.4,1.6800000000000002,-0.8920000000000001,2.1220000000000003,1.642,9.2,15.2,0.388,0.612
407,59373,2021-02-06,20,21,napoli,genoa,A,L,1,2,1,3.5,"[-1, 1, 1, -1, 1]","[-1, 1, 0, 1, 1]",5.0,14.0,4.83,1.770000000000001,3.88,3.55,26,4,0.67,0.33,2.4,1.2,1.7740000000000002,-1.3140000000000003,-1.2319999999999998,-3.1379999999999995,15.6,11.2,0.544,0.45600000000000007
408,59374,2021-02-07,12,21,benevento,sampdoria,H,D,1,1,0,0,"[1, -1, -1, 0, -1]","[1, -1, 1, 1, -1]",12.0,10.0,-3.370000000000001,-1.7899999999999996,4.06,1.4500000000000006,12,13,0.36,0.64,1.2,3.0,-3.342,-0.86,2.346,0.19,9.4,15.2,0.434,0.5660000000000001
409,59374,2021-02-07,12,21,sampdoria,benevento,A,D,1,1,0,0,"[1, -1, 1, 1, -1]","[1, -1, -1, 0, -1]",10.0,12.0,4.06,1.4500000000000006,-3.370000000000001,-1.7899999999999996,13,12,0.64,0.36,1.4,1.2,4.002000000000001,3.4979999999999998,0.5840000000000001,-0.6640000000000001,9.6,13.6,0.446,0.554
410,59375,2021-02-07,15,21,milan,crotone,H,W,4,0,1,0,"[-1, 1, 1, -1, 1]","[-1, -1, 1, -1, -1]",1.0,20.0,3.63,0.0900000000000003,-2.7899999999999996,-0.73,21,10,0.49,0.51,1.4,1.4,4.403999999999999,0.22799999999999998,1.4000000000000004,0.4000000000000001,13.4,13.8,0.492,0.508
411,59375,2021-02-07,15,21,crotone,milan,A,L,0,4,0,1,"[-1, -1, 1, -1, -1]","[-1, 1, 1, -1, 1]",20.0,1.0,-2.7899999999999996,-0.73,3.63,0.0900000000000003,10,21,0.51,0.49,1.4,2.2,2.982,2.0319999999999996,-1.7259999999999998,-1.6320000000000003,10.8,14.2,0.518,0.48200000000000004
412,59376,2021-02-07,15,21,udinese,verona,H,W,2,0,2.0,0,"[-1, -1, 0, 0, 1]","[0, 1, -1, 1, -1]",13.0,9.0,-1.1400000000000001,0.4499999999999999,-5.070000000000001,-5.18,16,6,0.46,0.54,0.8,1.0,-5.712,-4.871999999999999,2.6800000000000006,1.634,10.0,13.8,0.384,0.616
413,59376,2021-02-07,15,21,verona,udinese,A,L,0,2,0,2.0,"[0, 1, -1, 1, -1]","[-1, -1, 0, 0, 1]",9.0,13.0,-5.070000000000001,-5.18,-1.1400000000000001,0.4499999999999999,6,16,0.54,0.46,1.4,1.4,-0.05600000000000003,-4.436,3.4480000000000004,0.6979999999999997,10.2,14.6,0.5,0.5
414,59377,2021-02-07,18,21,parma,bologna,H,L,0,3,0,0,"[-1, -1, 0, -1, -1]","[0, -1, 1, -1, -1]",19.0,15.0,-2.33,-3.5300000000000002,0.5100000000000002,-1.9200000000000008,15,15,0.57,0.43,0.2,2.0,0.5380000000000005,-1.442,3.5160000000000005,1.0060000000000002,7.8,15.0,0.476,0.524
415,59377,2021-02-07,18,21,bologna,parma,A,W,3,0,0,0,"[0, -1, 1, -1, -1]","[-1, -1, 0, -1, -1]",15.0,19.0,0.5100000000000002,-1.9200000000000008,-2.33,-3.5300000000000002,15,15,0.43,0.57,0.8,1.6,0.6479999999999999,0.284,0.74,-2.0639999999999996,13.2,14.6,0.492,0.508
416,59378,2021-02-07,20,21,lazio,cagliari,H,W,1,0,5.5,0.5,"[1, 1, 1, 1, 1]","[-1, -1, -1, -1, 0]",6.0,18.0,6.14,1.1199999999999999,3.0199999999999996,0.7100000000000005,14,7,0.62,0.38,2.4,0.6,5.586,0.003999999999999848,0.011999999999999922,-0.16200000000000014,15.2,8.2,0.45999999999999996,0.54
417,59378,2021-02-07,20,21,cagliari,lazio,A,L,0,1,0.5,5.5,"[-1, -1, -1, -1, 0]","[1, 1, 1, 1, 1]",18.0,6.0,3.0199999999999996,0.7100000000000005,6.14,1.1199999999999999,7,14,0.38,0.62,0.4,1.4,5.337999999999999,1.4600000000000002,-0.2620000000000001,-0.8580000000000002,12.4,12.0,0.484,0.516
418,59379,2021-02-12,20,22,bologna,benevento,H,D,1,1,1,0.5,"[-1, 1, -1, -1, 1]","[-1, -1, 0, -1, 0]",13.0,14.0,1.8900000000000001,-0.8600000000000003,-1.1200000000000006,-0.20999999999999996,12,14,0.58,0.42,1.0,1.2,0.85,-0.10400000000000013,1.6239999999999999,-2.0780000000000003,14.2,14.2,0.5039999999999999,0.496
419,59379,2021-02-12,20,22,benevento,bologna,A,D,1,1,0.5,1,"[-1, -1, 0, -1, 0]","[-1, 1, -1, -1, 1]",14.0,13.0,-1.1200000000000006,-0.20999999999999996,1.8900000000000001,-0.8600000000000003,14,12,0.42,0.58,1.0,3.0,-3.192,-0.9359999999999999,2.8,0.13200000000000006,9.8,15.4,0.42799999999999994,0.572
420,59380,2021-02-13,15,22,torino,genoa,H,D,0,0,2.0,4.5,"[-1, 0, 0, 0, 0]","[1, 0, 1, 1, 1]",17.0,12.0,0.6699999999999996,-2.6999999999999997,4.77,3.31,10,6,0.45,0.55,1.2,1.6,2.0560000000000005,-1.1919999999999997,0.4699999999999999,-0.1820000000000003,14.2,8.6,0.552,0.44799999999999995
421,59380,2021-02-13,15,22,genoa,torino,A,D,0,0,4.5,2.0,"[1, 0, 1, 1, 1]","[-1, 0, 0, 0, 0]",12.0,17.0,4.77,3.31,0.6699999999999996,-2.6999999999999997,6,10,0.55,0.45,1.6,0.2,2.538,-0.03400000000000016,2.322,1.3559999999999999,8.6,17.0,0.38,0.62
422,59381,2021-02-13,18,22,napoli,juventus,H,W,1,0,0,3,"[1, 1, -1, 1, -1]","[1, -1, 1, 1, 1]",6.0,3.0,2.4499999999999993,-2.36,0.9300000000000002,2.6399999999999997,8,24,0.37,0.63,2.4,1.2,2.3280000000000003,-0.8459999999999999,-0.45599999999999985,-1.888,15.0,10.2,0.554,0.446
423,59381,2021-02-13,18,22,juventus,napoli,A,L,0,1,3,0,"[1, -1, 1, 1, 1]","[1, 1, -1, 1, -1]",3.0,6.0,0.9300000000000002,2.6399999999999997,2.4499999999999993,-2.36,24,8,0.63,0.37,1.8,0.6,2.006,-1.1,2.528,2.3339999999999996,13.4,11.6,0.538,0.462
424,59382,2021-02-13,20,22,spezia,milan,H,W,2,0,1,2,"[1, 0, -1, -1, 1]","[1, 1, -1, 1, 1]",16.0,1.0,-4.29,2.62,2.8600000000000003,0.69,17,7,0.46,0.54,1.4,1.4,-0.25600000000000006,0.7139999999999997,1.5080000000000002,-0.48800000000000027,8.8,8.8,0.5080000000000001,0.492
425,59382,2021-02-13,20,22,milan,spezia,A,L,0,2,2,1,"[1, 1, -1, 1, 1]","[1, 0, -1, -1, 1]",1.0,16.0,2.8600000000000003,0.69,-4.29,2.62,7,17,0.54,0.46,2.0,0.8,4.32,0.33399999999999996,0.7940000000000007,0.24400000000000005,13.6,13.0,0.506,0.49399999999999994
426,59383,2021-02-14,12,22,roma,udinese,H,W,3,0,0,3.0,"[0, -1, 1, 1, -1]","[-1, 0, 0, 1, 1]",4.0,11.0,1.7300000000000009,1.5299999999999998,-1.5300000000000002,-9.57,13,6,0.52,0.48,1.8,2.2,0.05999999999999987,-1.158,2.382,-0.6080000000000002,12.6,8.4,0.516,0.484
427,59383,2021-02-14,12,22,udinese,roma,A,L,0,3,3.0,0,"[-1, 0, 0, 1, 1]","[0, -1, 1, 1, -1]",11.0,4.0,-1.5300000000000002,-9.57,1.7300000000000009,1.5299999999999998,6,13,0.48,0.52,1.0,0.6,-5.0040000000000004,-4.119999999999999,1.7560000000000002,1.1480000000000001,9.8,11.6,0.40199999999999997,0.5980000000000001
428,59384,2021-02-14,15,22,cagliari,atalanta,H,L,0,1,0,0.5,"[-1, -1, -1, 0, -1]","[0, 0, 1, -1, 0]",18.0,7.0,4.8999999999999995,0.08000000000000007,-1.0199999999999994,3.69,4,10,0.36,0.64,0.2,1.2,5.5840000000000005,1.2540000000000002,1.7899999999999998,-0.35200000000000015,11.4,12.8,0.438,0.562
429,59384,2021-02-14,15,22,atalanta,cagliari,A,W,1,0,0.5,0,"[0, 0, 1, -1, 0]","[-1, -1, -1, 0, -1]",7.0,18.0,-1.0199999999999994,3.69,4.8999999999999995,0.08000000000000007,10,4,0.64,0.36,1.6,1.4,-0.11999999999999948,0.818,2.0399999999999996,-1.4299999999999997,14.4,12.4,0.588,0.41200000000000003
430,59385,2021-02-14,15,22,sampdoria,fiorentina,H,W,2,1,0.5,0,"[-1, 1, 1, -1, 0]","[1, -1, 1, 0, -1]",10.0,15.0,2.01,4.0,-2.6399999999999997,-3.8500000000000005,8,16,0.49,0.51,1.2,1.2,4.311999999999999,3.05,-1.4120000000000001,-1.7099999999999997,10.2,11.2,0.49800000000000005,0.502
431,59385,2021-02-14,15,22,fiorentina,sampdoria,A,L,1,2,0,0.5,"[1, -1, 1, 0, -1]","[-1, 1, 1, -1, 0]",15.0,10.0,-2.6399999999999997,-3.8500000000000005,2.01,4.0,16,8,0.51,0.49,0.8,2.0,-1.6960000000000002,-2.7580000000000005,3.314,0.8059999999999998,12.2,11.6,0.484,0.516
432,59386,2021-02-14,18,22,crotone,sassuolo,H,L,1,2,0,0,"[-1, 1, -1, -1, -1]","[-1, 0, -1, 0, -1]",20.0,8.0,0.07000000000000006,0.8199999999999998,4.71,0.8699999999999999,6,23,0.36,0.64,1.2,2.4,1.7900000000000003,1.4719999999999998,-0.2759999999999999,-1.5640000000000005,10.2,16.0,0.516,0.484
433,59386,2021-02-14,18,22,sassuolo,crotone,A,W,2,1,0,0,"[-1, 0, -1, 0, -1]","[-1, 1, -1, -1, -1]",8.0,20.0,4.71,0.8699999999999999,0.07000000000000006,0.8199999999999998,23,6,0.64,0.36,1.0,1.8,0.24799999999999994,2.478,1.5640000000000005,0.5799999999999998,10.8,15.4,0.5619999999999999,0.438
434,59387,2021-02-14,20,22,inter,lazio,H,W,3,1,4.0,6.5,"[0, 1, 0, 1, 1]","[1, 1, 1, 1, 1]",2.0,5.0,8.09,2.709999999999999,5.859999999999999,0.3100000000000002,12,14,0.35,0.65,2.0,0.4,5.196,3.536,-2.4200000000000004,-2.336,14.0,8.8,0.55,0.45
435,59387,2021-02-14,20,22,lazio,inter,A,L,1,3,6.5,4.0,"[1, 1, 1, 1, 1]","[0, 1, 0, 1, 1]",5.0,2.0,5.859999999999999,0.3100000000000002,8.09,2.709999999999999,14,12,0.65,0.35,2.2,0.4,5.542,0.30799999999999983,0.46599999999999986,0.24200000000000008,15.4,7.2,0.49399999999999994,0.506
436,59388,2021-02-15,20,22,verona,parma,H,W,2,1,0,0,"[1, -1, 1, -1, -1]","[-1, 0, -1, -1, -1]",9.0,19.0,-6.85,-5.28,-4.65,-4.53,12,13,0.5,0.5,1.2,1.6,-0.8440000000000003,-4.390000000000001,2.218,0.9379999999999997,9.8,14.4,0.49800000000000005,0.502
437,59388,2021-02-15,20,22,parma,verona,A,L,1,2,0,0,"[-1, 0, -1, -1, -1]","[1, -1, 1, -1, -1]",19.0,9.0,-4.65,-4.53,-6.85,-5.28,13,12,0.5,0.5,0.2,2.0,0.3780000000000003,-2.162,2.8560000000000003,0.5520000000000002,10.4,14.6,0.492,0.508
438,59389,2021-02-19,18,23,fiorentina,spezia,H,W,3,0,0,2,"[-1, 1, 0, -1, -1]","[0, -1, -1, 1, 1]",16.0,13.0,-5.57,-4.51,-4.350000000000001,1.3399999999999999,10,10,0.37,0.63,0.8,2.4,-1.8,-2.820000000000001,2.048,1.202,12.6,11.4,0.484,0.516
439,59389,2021-02-19,18,23,spezia,fiorentina,A,L,0,3,2,0,"[0, -1, -1, 1, 1]","[-1, 1, 0, -1, -1]",13.0,16.0,-4.350000000000001,1.3399999999999999,-5.57,-4.51,10,10,0.63,0.37,1.4,1.2,-1.214,1.206,1.08,-1.282,10.4,9.0,0.488,0.512
440,59390,2021-02-19,20,23,cagliari,torino,H,L,0,1,0,2.5,"[-1, -1, 0, -1, -1]","[0, 0, 0, 0, 0]",18.0,17.0,4.46,-0.40000000000000024,0.4200000000000005,-2.8099999999999996,18,10,0.46,0.54,0.2,1.2,4.896,0.8660000000000003,2.0100000000000002,1.0939999999999999,10.4,12.0,0.4119999999999999,0.5880000000000001
441,59390,2021-02-19,20,23,torino,cagliari,A,W,1,0,2.5,0,"[0, 0, 0, 0, 0]","[-1, -1, 0, -1, -1]",17.0,18.0,0.4200000000000005,-2.8099999999999996,4.46,-0.40000000000000024,10,18,0.54,0.46,1.2,1.2,1.5720000000000003,-1.932,0.808,0.33999999999999975,14.4,8.2,0.534,0.466
442,59392,2021-02-20,18,23,genoa,verona,H,D,2,2,5.0,1,"[0, 1, 1, 1, 0]","[-1, 1, -1, -1, 1]",11.0,9.0,5.06,0.07999999999999985,-4.950000000000001,-1.5299999999999998,14,9,0.5,0.5,1.2,0.2,3.1179999999999994,0.6459999999999999,2.216,0.7300000000000001,7.8,16.2,0.42000000000000004,0.5800000000000001
443,59392,2021-02-20,18,23,verona,genoa,A,D,2,2,1,5.0,"[-1, 1, -1, -1, 1]","[0, 1, 1, 1, 0]",9.0,11.0,-4.950000000000001,-1.5299999999999998,5.06,0.07999999999999985,9,14,0.5,0.5,1.2,1.6,-2.152,-4.555999999999999,0.29000000000000004,-0.6180000000000002,9.6,15.2,0.5119999999999999,0.488
444,59393,2021-02-20,20,23,sassuolo,bologna,H,D,1,1,1,1.5,"[0, -1, 0, -1, 1]","[1, -1, -1, 1, 0]",8.0,12.0,3.54,2.05,0.8499999999999992,-0.019999999999999962,30,5,0.74,0.26,1.2,1.4,1.098,2.0580000000000003,1.1040000000000003,0.938,13.4,12.0,0.6,0.4
445,59393,2021-02-20,20,23,bologna,sassuolo,A,D,1,1,1.5,1,"[1, -1, -1, 1, 0]","[0, -1, 0, -1, 1]",12.0,8.0,0.8499999999999992,-0.019999999999999962,3.54,2.05,5,30,0.26,0.74,1.2,1.0,0.9880000000000001,-0.3620000000000002,1.0259999999999998,-2.1020000000000003,13.8,15.0,0.48999999999999994,0.51
446,59391,2021-02-20,15,23,lazio,sampdoria,H,W,1,0,0,1.5,"[1, 1, 1, 1, -1]","[1, 1, -1, 0, 1]",7.0,10.0,5.9,-2.17,4.119999999999999,3.9199999999999995,12,10,0.56,0.44,2.0,1.0,5.308,0.6499999999999998,1.5119999999999998,1.0379999999999998,14.0,7.6,0.516,0.484
447,59391,2021-02-20,15,23,sampdoria,lazio,A,L,0,1,1.5,0,"[1, 1, -1, 0, 1]","[1, 1, 1, 1, -1]",10.0,7.0,4.119999999999999,3.9199999999999995,5.9,-2.17,10,12,0.44,0.56,1.4,1.0,3.714,2.918,-2.04,-2.512,10.6,12.6,0.508,0.492
448,59394,2021-02-21,12,23,parma,udinese,H,D,2,2,0,0,"[0, -1, -1, -1, -1]","[0, 0, 1, 1, -1]",19.0,14.0,-4.359999999999999,0.3800000000000002,-2.369999999999999,-6.740000000000001,16,14,0.46,0.54,0.4,2.0,-1.1239999999999999,-2.814,0.08000000000000025,-0.22400000000000003,11.0,12.8,0.5,0.5
449,59394,2021-02-21,12,23,udinese,parma,A,D,2,2,0,0,"[0, 0, 1, 1, -1]","[0, -1, -1, -1, -1]",14.0,19.0,-2.369999999999999,-6.740000000000001,-4.359999999999999,0.3800000000000002,14,16,0.54,0.46,0.8,0.8,-3.7659999999999996,-5.002,1.0740000000000003,0.422,8.0,11.2,0.40599999999999997,0.5940000000000001
450,59395,2021-02-21,15,23,milan,inter,H,L,0,3,0,5.0,"[1, -1, 1, 1, -1]","[1, 0, 1, 1, 1]",2.0,1.0,2.5600000000000005,-3.04,8.69,2.57,14,16,0.6,0.4,1.6,1.2,4.276,0.332,-0.6819999999999996,0.568,13.4,14.6,0.522,0.47800000000000004
451,59395,2021-02-21,15,23,inter,milan,A,W,3,0,5.0,0,"[1, 0, 1, 1, 1]","[1, -1, 1, 1, -1]",1.0,2.0,8.69,2.57,2.5600000000000005,-3.04,16,14,0.4,0.6,2.2,0.2,5.6240000000000006,3.2999999999999994,-0.6280000000000001,-1.5919999999999996,13.0,8.8,0.52,0.4800000000000001
452,59396,2021-02-21,18,23,atalanta,napoli,H,W,4,2,1.5,1,"[0, 1, -1, 0, 1]","[1, -1, 1, -1, 1]",6.0,5.0,2.0700000000000003,3.4299999999999997,2.42,-1.1102230246251565e-16,18,4,0.47,0.53,1.8,1.4,0.04200000000000044,1.288,2.396,-0.986,12.8,11.8,0.5879999999999999,0.41200000000000003
453,59396,2021-02-21,18,23,napoli,atalanta,A,L,2,4,1,1.5,"[1, -1, 1, -1, 1]","[0, 1, -1, 0, 1]",5.0,6.0,2.42,-1.1102230246251565e-16,2.0700000000000003,3.4299999999999997,4,18,0.53,0.47,2.2,1.0,2.908,-0.7679999999999999,0.6660000000000001,-0.6980000000000001,13.2,11.6,0.502,0.49800000000000005
454,59397,2021-02-21,20,23,benevento,roma,H,D,0,0,1.0,1,"[-1, 0, -1, 0, 0]","[-1, 1, 1, -1, 1]",15.0,3.0,-2.1999999999999993,2.03,1.37,-1.700000000000001,6,11,0.29,0.71,1.0,2.4,-2.734,-0.7559999999999999,3.242,-0.4619999999999999,11.6,12.4,0.43,0.57
455,59397,2021-02-21,20,23,roma,benevento,A,D,0,0,1,1.0,"[-1, 1, 1, -1, 1]","[-1, 0, -1, 0, 0]",3.0,15.0,1.37,-1.700000000000001,-2.1999999999999993,2.03,11,6,0.71,0.29,2.0,1.8,1.0260000000000002,-0.17000000000000007,0.8859999999999999,-3.3,12.4,6.2,0.5200000000000001,0.48
456,59398,2021-02-22,20,23,juventus,crotone,H,W,3,0,0,0,"[-1, 1, 1, 1, -1]","[1, -1, -1, -1, -1]",4.0,20.0,2.9400000000000004,-2.8699999999999997,0.6599999999999999,2.9299999999999993,27,15,0.59,0.41,1.2,0.6,1.7179999999999995,-0.3780000000000002,2.9259999999999997,1.2679999999999998,13.6,11.2,0.554,0.446
457,59398,2021-02-22,20,23,crotone,juventus,A,L,0,3,0,0,"[1, -1, -1, -1, -1]","[-1, 1, 1, 1, -1]",20.0,4.0,0.6599999999999999,2.9299999999999993,2.9400000000000004,-2.8699999999999997,15,27,0.41,0.59,1.2,2.4,0.8060000000000003,0.986,0.7280000000000001,-0.5000000000000002,9.6,18.0,0.47400000000000003,0.526
458,59399,2021-02-27,15,24,spezia,parma,H,D,2,2,0,0.5,"[-1, -1, 1, 1, -1]","[-1, -1, -1, -1, 0]",16.0,19.0,-3.920000000000001,2.5600000000000005,-2.309999999999999,0.95,11,11,0.53,0.47,1.4,1.8,-2.3140000000000005,1.5139999999999998,-0.5680000000000002,-2.104,11.2,9.0,0.546,0.454
459,59399,2021-02-27,15,24,parma,spezia,A,D,2,2,0.5,0,"[-1, -1, -1, -1, 0]","[-1, -1, 1, 1, -1]",19.0,16.0,-2.309999999999999,0.95,-3.920000000000001,2.5600000000000005,11,11,0.47,0.53,0.6,2.2,-2.058,-2.182,-0.6059999999999997,-2.3940000000000006,12.0,12.4,0.514,0.48600000000000004
460,59400,2021-02-27,18,24,bologna,lazio,H,W,2,0,2.0,1,"[-1, -1, 1, 0, 0]","[1, 1, 1, -1, 1]",12.0,6.0,0.9900000000000002,0.47,5.5200000000000005,-0.47000000000000003,11,20,0.4,0.6,1.2,1.2,0.7879999999999998,-0.5640000000000002,1.4619999999999997,-0.8640000000000002,10.8,19.4,0.4459999999999999,0.5539999999999999
461,59400,2021-02-27,18,24,lazio,bologna,A,L,0,2,1,2.0,"[1, 1, 1, -1, 1]","[-1, -1, 1, 0, 0]",6.0,12.0,5.5200000000000005,-0.47000000000000003,0.9900000000000002,0.47,20,11,0.6,0.4,1.6,1.0,5.306,0.5939999999999998,2.7119999999999997,2.2059999999999995,14.8,8.4,0.55,0.45
