,match_id,date,time,matchday,team,opponent,place,result,s_goals,c_goals,team_streak,opp_streak,team_last_five,opp_last_five,rank_team,rank_opponent,team_xGoals,team_xAssists,opp_xGoals,opp_xAssists,team_shots_total,opp_shots_total,team_ball_possession,opp_ball_possession,rolling_s_goals,rolling_c_goals,rolling_team_xGoals,rolling_team_xAssists,rolling_opp_xGoals,rolling_opp_xAssists,rolling_team_shots_total,rolling_opp_shots_total,rolling_team_ball_possession,rolling_opp_ball_possession
206,59274,2020-12-13,15,11,atalanta,fiorentina,H,W,3,0,0,0.5,"[-1, 1, 0, 0, -1]","[-1, 0, -1, -1, 0]",8.0,17.0,-3.52,1.14,-0.40000000000000013,-0.35000000000000003,21,4,0.53,0.47,0.8,1.4,1.8539999999999996,2.6819999999999995,-0.13800000000000007,0.5919999999999999,15.8,7.8,0.558,0.442
207,59274,2020-12-13,15,11,fiorentina,atalanta,A,L,0,3,0.5,0,"[-1, 0, -1, -1, 0]","[-1, 1, 0, 0, -1]",17.0,8.0,-0.40000000000000013,-0.35000000000000003,-3.52,1.14,4,21,0.47,0.53,0.2,1.2,2.1159999999999997,1.33,0.026000000000000002,-0.316,9.0,11.4,0.604,0.396
208,59275,2020-12-13,15,11,bologna,roma,H,L,1,5,0,0.5,"[1, -1, 1, 1, -1]","[1, 1, 1, -1, 0]",10.0,5.0,1.33,-1.25,-4.930000000000001,-2.150000000000001,7,15,0.53,0.47,1.4,1.4,2.478,-0.6299999999999999,1.1880000000000002,0.8259999999999998,14.0,11.8,0.518,0.48200000000000004
209,59275,2020-12-13,15,11,roma,bologna,A,W,5,1,0.5,0,"[1, 1, 1, -1, 0]","[1, -1, 1, 1, -1]",5.0,10.0,-4.930000000000001,-2.150000000000001,1.33,-1.25,15,7,0.47,0.53,1.6,1.0,-2.5620000000000003,-1.2560000000000002,1.6459999999999997,0.642,16.0,7.0,0.476,0.524
210,59276,2020-12-13,15,11,napoli,sampdoria,H,W,2,1,2,0,"[-1, 1, -1, 1, 1]","[0, -1, -1, 0, -1]",2.0,12.0,5.32,5.640000000000001,5.2,1.87,18,7,0.67,0.33,2.0,1.0,3.214,2.0959999999999996,-0.2560000000000003,-0.79,17.4,9.2,0.546,0.454
211,59276,2020-12-13,15,11,sampdoria,napoli,A,L,1,2,0,2,"[0, -1, -1, 0, -1]","[-1, 1, -1, 1, 1]",12.0,2.0,5.2,1.87,5.32,5.640000000000001,7,18,0.33,0.67,1.0,1.8,2.092,0.8899999999999999,1.6060000000000003,0.558,9.0,12.4,0.45600000000000007,0.544
212,59277,2020-12-13,18,11,genoa,juventus,H,L,1,3,0.5,6.5,"[-1, -1, -1, -1, 0]","[1, 0, 1, 0, 1]",19.0,6.0,-0.05999999999999994,-2.9,-0.10999999999999971,0.20999999999999974,3,18,0.29,0.71,0.8,1.8,-0.1440000000000001,0.6399999999999999,-0.07200000000000006,-0.8600000000000001,10.8,12.2,0.49399999999999994,0.506
213,59277,2020-12-13,18,11,juventus,genoa,A,W,3,1,6.5,0.5,"[1, 0, 1, 0, 1]","[-1, -1, -1, -1, 0]",6.0,19.0,-0.10999999999999971,0.20999999999999974,-0.05999999999999994,-2.9,18,3,0.71,0.29,2.0,0.8,1.188,-0.5940000000000002,2.376,0.606,15.0,9.8,0.594,0.40599999999999997
214,59278,2020-12-13,20,11,milan,parma,H,D,2,2,9.0,1.5,"[1, 0, 1, 1, 1]","[0, 0, -1, 1, 0]",1.0,16.0,-3.3499999999999996,1.12,0.47999999999999987,-0.21999999999999997,26,4,0.65,0.35,2.2,1.0,0.44799999999999984,0.0899999999999999,1.44,0.2659999999999999,18.2,9.8,0.542,0.458
215,59278,2020-12-13,20,11,parma,milan,A,D,2,2,1.5,9.0,"[0, 0, -1, 1, 0]","[1, 0, 1, 1, 1]",16.0,1.0,0.47999999999999987,-0.21999999999999997,-3.3499999999999996,1.12,4,26,0.35,0.65,0.8,1.2,0.5279999999999998,-0.51,0.818,0.52,6.0,14.8,0.42799999999999994,0.572
216,59279,2020-12-15,18,12,udinese,crotone,H,D,0,0,3.5,1,"[-1, 0, 1, 1, 1]","[0, -1, -1, -1, 1]",10.0,20.0,2.83,-1.0800000000000003,1.5000000000000002,0.3299999999999999,15,4,0.53,0.47,1.6,1.0,-0.9800000000000001,-1.8080000000000003,1.5019999999999998,1.322,7.6,9.2,0.414,0.5860000000000001
217,59279,2020-12-15,18,12,crotone,udinese,A,D,0,0,1,3.5,"[0, -1, -1, -1, 1]","[-1, 0, 1, 1, 1]",20.0,10.0,1.5000000000000002,0.3299999999999999,2.83,-1.0800000000000003,4,15,0.47,0.53,0.8,1.6,-1.028,-1.1380000000000001,1.4280000000000002,0.718,8.8,11.2,0.466,0.534
218,59280,2020-12-15,20,12,benevento,lazio,H,D,1,1,0,0,"[-1, 1, 0, 0, -1]","[0, 1, -1, 1, -1]",15.0,9.0,0.22999999999999998,-0.7000000000000001,1.6800000000000004,-0.6900000000000002,15,13,0.36,0.64,0.4,1.0,2.774,0.41600000000000004,1.2679999999999996,0.5559999999999998,12.4,10.2,0.41200000000000003,0.588
219,59280,2020-12-15,20,12,lazio,benevento,A,D,1,1,0,0,"[0, 1, -1, 1, -1]","[-1, 1, 0, 0, -1]",9.0,15.0,1.6800000000000004,-0.6900000000000002,0.22999999999999998,-0.7000000000000001,13,15,0.64,0.36,1.4,1.4,0.7979999999999999,-0.3799999999999999,0.19799999999999995,-0.554,11.2,11.0,0.506,0.49399999999999994
220,59281,2020-12-16,18,12,juventus,atalanta,H,D,1,1,7.5,1,"[0, 1, 0, 1, 1]","[1, 0, 0, -1, 1]",6.0,7.0,0.7800000000000011,1.8200000000000003,-3.24,2.3600000000000003,12,15,0.54,0.46,1.8,0.8,1.3859999999999997,-0.43000000000000027,1.9720000000000002,-0.358,17.2,7.2,0.624,0.376
221,59281,2020-12-16,18,12,atalanta,juventus,A,D,1,1,1,7.5,"[1, 0, 0, -1, 1]","[0, 1, 0, 1, 1]",7.0,6.0,-3.24,2.3600000000000003,0.7800000000000011,1.8200000000000003,15,12,0.46,0.54,1.2,0.8,0.10799999999999983,2.498,-0.4280000000000001,0.5259999999999999,16.0,7.2,0.532,0.46799999999999997
222,59282,2020-12-16,20,12,fiorentina,sassuolo,H,D,1,1,0,1.5,"[0, -1, -1, 0, -1]","[0, 1, -1, 0, 1]",17.0,5.0,1.6699999999999997,-0.74,1.9900000000000002,0.20999999999999985,16,13,0.33,0.67,0.2,1.4,1.5059999999999996,0.8540000000000001,-0.27599999999999997,0.076,8.2,12.2,0.58,0.42000000000000004
223,59282,2020-12-16,20,12,sassuolo,fiorentina,A,D,1,1,1.5,0,"[0, 1, -1, 0, 1]","[0, -1, -1, 0, -1]",5.0,17.0,1.9900000000000002,0.20999999999999985,1.6699999999999997,-0.74,13,16,0.67,0.33,0.6,0.6,2.304,1.3539999999999999,-0.8960000000000001,-1.0100000000000002,7.8,15.6,0.562,0.438
224,59283,2020-12-16,20,12,genoa,milan,H,D,2,2,0,9.5,"[-1, -1, -1, 0, -1]","[0, 1, 1, 1, 0]",19.0,1.0,0.20000000000000012,0.2499999999999998,-1.6499999999999995,-0.5700000000000001,9,13,0.42,0.58,0.8,2.0,-0.13800000000000007,-0.27799999999999997,-0.44200000000000006,-0.8340000000000003,8.0,14.4,0.45,0.55
225,59283,2020-12-16,20,12,milan,genoa,A,D,2,2,9.5,0,"[0, 1, 1, 1, 0]","[-1, -1, -1, 0, -1]",1.0,19.0,-1.6499999999999995,-0.5700000000000001,0.20000000000000012,0.2499999999999998,13,9,0.58,0.42,2.2,1.2,-0.6060000000000001,0.0979999999999999,1.892,0.624,21.0,8.8,0.552,0.44800000000000006
226,59284,2020-12-16,20,12,inter,napoli,H,W,1,0,6.0,3,"[0, 1, 1, 1, 1]","[1, -1, 1, 1, 1]",3.0,2.0,5.1899999999999995,1.4700000000000006,5.619999999999999,5.569999999999999,5,17,0.41,0.59,2.8,1.0,-0.62,1.248,0.664,1.484,13.8,12.0,0.48200000000000004,0.518
227,59284,2020-12-16,20,12,napoli,inter,A,L,0,1,3,6.0,"[1, -1, 1, 1, 1]","[0, 1, 1, 1, 1]",2.0,3.0,5.619999999999999,5.569999999999999,5.1899999999999995,1.4700000000000006,17,5,0.59,0.41,2.4,0.8,3.3280000000000003,2.1799999999999997,0.9239999999999998,-0.6040000000000001,16.6,9.0,0.5940000000000001,0.406
228,59285,2020-12-16,20,12,parma,cagliari,H,D,0,0,2.0,0,"[0, -1, 1, 0, 0]","[1, -1, 0, 0, -1]",14.0,11.0,0.37,-0.17000000000000004,3.0799999999999996,1.0099999999999998,13,8,0.56,0.44,0.8,1.2,0.5899999999999999,-0.348,-0.192,0.79,5.8,15.0,0.43599999999999994,0.5640000000000001
229,59285,2020-12-16,20,12,cagliari,parma,A,D,0,0,0,2.0,"[1, -1, 0, 0, -1]","[0, -1, 1, 0, 0]",11.0,14.0,3.0799999999999996,1.0099999999999998,0.37,-0.17000000000000004,8,13,0.44,0.56,1.2,1.6,2.1559999999999997,2.654,0.6839999999999999,0.5799999999999997,10.6,16.6,0.43600000000000005,0.5640000000000001
230,59286,2020-12-16,20,12,spezia,bologna,H,D,2,2,0,0,"[1, 0, 0, -1, -1]","[-1, 1, 1, -1, -1]",16.0,12.0,-0.6700000000000004,0.81,0.8599999999999999,-0.8600000000000001,10,10,0.44,0.56,1.4,1.6,0.6699999999999999,3.1339999999999995,0.43999999999999995,0.8819999999999999,12.2,7.8,0.61,0.39
231,59286,2020-12-16,20,12,bologna,spezia,A,D,2,2,0,0,"[-1, 1, 1, -1, -1]","[1, 0, 0, -1, -1]",12.0,16.0,0.8599999999999999,-0.8600000000000001,-0.6700000000000004,0.81,10,10,0.56,0.44,1.0,2.0,2.2960000000000003,-0.618,-0.6,-0.11400000000000032,11.0,13.4,0.52,0.48
232,59287,2020-12-16,20,12,verona,sampdoria,H,L,1,2,2.5,0,"[0, -1, 1, 0, 1]","[-1, -1, 0, -1, -1]",8.0,13.0,-1.42,-3.49,3.36,3.24,8,10,0.55,0.45,1.4,1.2,-0.984,-1.6740000000000002,1.8960000000000001,1.56,11.6,18.0,0.438,0.5619999999999999
233,59287,2020-12-16,20,12,sampdoria,verona,A,W,2,1,0,2.5,"[-1, -1, 0, -1, -1]","[0, -1, 1, 0, 1]",13.0,8.0,3.36,3.24,-1.42,-3.49,10,8,0.45,0.55,1.0,2.0,2.822,1.132,2.65,1.4540000000000002,8.6,13.8,0.41200000000000003,0.588
234,59288,2020-12-17,20,12,roma,torino,H,W,3,1,1.5,0,"[1, 1, -1, 0, 1]","[0, -1, 0, -1, -1]",4.0,18.0,-4.500000000000002,-3.7,3.88,0.8299999999999998,13,17,0.62,0.38,2.2,1.2,-3.146,-1.5220000000000002,1.382,-0.014000000000000101,15.6,6.8,0.488,0.512
235,59288,2020-12-17,20,12,torino,roma,A,L,1,3,0,1.5,"[0, -1, 0, -1, -1]","[1, 1, -1, 0, 1]",18.0,4.0,3.88,0.8299999999999998,-4.500000000000002,-3.7,17,13,0.38,0.62,1.4,2.2,1.488,0.01799999999999997,0.4119999999999999,0.518,9.2,11.8,0.484,0.516
236,59289,2020-12-19,15,13,fiorentina,verona,H,D,1,1,0.5,0,"[-1, -1, 0, -1, 0]","[-1, 1, 0, 1, -1]",17.0,9.0,0.8999999999999998,-0.8299999999999998,0.18000000000000027,-4.83,10,6,0.59,0.41,0.4,1.6,1.6159999999999997,0.3720000000000001,-0.20999999999999996,-0.00800000000000003,10.2,13.8,0.518,0.48200000000000004
237,59289,2020-12-19,15,13,verona,fiorentina,A,D,1,1,0,0.5,"[-1, 1, 0, 1, -1]","[-1, -1, 0, -1, 0]",9.0,17.0,0.18000000000000027,-4.83,0.8999999999999998,-0.8299999999999998,6,10,0.41,0.59,1.2,1.2,-1.0379999999999998,-2.4899999999999998,2.092,1.9320000000000004,11.8,13.2,0.48,0.5199999999999999
238,59290,2020-12-19,18,13,sampdoria,crotone,H,W,3,1,1,1.5,"[-1, 0, -1, -1, 1]","[-1, -1, -1, 1, 0]",11.0,20.0,4.65,3.55,1.21,0.03999999999999998,12,6,0.41,0.59,1.4,1.8,3.178,1.634,1.4700000000000002,0.1740000000000002,9.6,12.8,0.41200000000000003,0.5880000000000001
239,59290,2020-12-19,18,13,crotone,sampdoria,A,L,1,3,1.5,1,"[-1, -1, -1, 1, 0]","[-1, 0, -1, -1, 1]",20.0,11.0,1.21,0.03999999999999998,4.65,3.55,6,12,0.59,0.41,0.8,1.6,-0.442,-0.9120000000000001,1.7420000000000002,0.21199999999999988,8.0,13.4,0.45600000000000007,0.5439999999999999
240,59291,2020-12-19,20,13,parma,juventus,H,L,0,4,2.5,8.0,"[-1, 1, 0, 0, 0]","[1, 0, 1, 1, 0]",14.0,6.0,2.97,-0.2000000000000001,-0.030000000000000693,-0.9700000000000002,11,19,0.37,0.63,0.8,1.2,0.3319999999999999,-0.508,0.1999999999999999,0.658,7.4,15.4,0.476,0.524
241,59291,2020-12-19,20,13,juventus,parma,A,W,4,0,8.0,2.5,"[1, 0, 1, 1, 0]","[-1, 1, 0, 0, 0]",6.0,14.0,-0.030000000000000693,-0.9700000000000002,2.97,-0.2000000000000001,19,11,0.63,0.37,1.8,0.8,0.8620000000000001,0.03799999999999985,1.4100000000000001,0.30600000000000005,17.4,7.4,0.64,0.36
242,59292,2020-12-20,12,13,torino,bologna,H,D,1,1,0,0.5,"[-1, 0, -1, -1, -1]","[1, 1, -1, -1, 0]",19.0,13.0,3.91,0.5,1.2600000000000002,-0.6000000000000002,14,16,0.51,0.49,1.6,2.8,2.0119999999999996,-0.1060000000000001,-0.2020000000000004,-0.0620000000000001,11.8,12.8,0.4640000000000001,0.5359999999999999
243,59292,2020-12-20,12,13,bologna,torino,A,D,1,1,0.5,0,"[1, 1, -1, -1, 0]","[-1, 0, -1, -1, -1]",13.0,19.0,1.2600000000000002,-0.6000000000000002,3.91,0.5,16,14,0.49,0.51,1.4,2.2,1.8140000000000005,-0.754,-1.066,-0.5180000000000002,11.2,11.6,0.538,0.462
244,59293,2020-12-20,15,13,benevento,genoa,H,W,2,0,0.5,0.5,"[1, 0, 0, -1, 0]","[-1, -1, 0, -1, 0]",15.0,18.0,-0.35000000000000075,-1.64,1.1,1.88,11,8,0.41,0.59,0.6,0.6,2.572,0.07399999999999998,1.2399999999999998,-0.05400000000000009,14.8,10.4,0.41,0.5900000000000001
245,59293,2020-12-20,15,13,genoa,benevento,A,L,0,2,0.5,0.5,"[-1, -1, 0, -1, 0]","[1, 0, 0, -1, 0]",18.0,15.0,1.1,1.88,-0.35000000000000075,-1.64,8,11,0.59,0.41,1.0,1.8,-0.19,-0.012000000000000005,-0.368,-0.6420000000000001,8.4,13.4,0.434,0.5660000000000001
246,59294,2020-12-20,15,13,cagliari,udinese,H,D,1,1,0.5,4.0,"[-1, 0, 0, -1, 0]","[0, 1, 1, 1, 0]",12.0,10.0,3.500000000000001,1.44,0.33999999999999986,5.134781488891349e-16,12,13,0.52,0.48,0.8,1.6,1.876,2.274,0.442,0.39999999999999974,9.6,18.2,0.414,0.5860000000000001
247,59294,2020-12-20,15,13,udinese,cagliari,A,D,1,1,4.0,0.5,"[0, 1, 1, 1, 0]","[-1, 0, 0, -1, 0]",10.0,12.0,0.33999999999999986,5.134781488891349e-16,3.500000000000001,1.44,13,12,0.48,0.52,1.4,0.6,-0.05800000000000001,-1.6220000000000003,1.4179999999999997,1.1720000000000002,8.8,7.6,0.44000000000000006,0.5599999999999999
248,59295,2020-12-20,15,13,inter,spezia,H,W,2,1,7.0,0.5,"[1, 1, 1, 1, 1]","[0, 0, -1, -1, 0]",2.0,16.0,5.760000000000001,0.6900000000000001,-1.9900000000000002,3.97,9,7,0.41,0.59,2.8,0.8,0.5319999999999999,1.31,1.8519999999999999,2.042,12.8,13.6,0.46799999999999997,0.532
249,59295,2020-12-20,15,13,spezia,inter,A,L,1,2,0.5,7.0,"[0, 0, -1, -1, 0]","[1, 1, 1, 1, 1]",16.0,2.0,-1.9900000000000002,3.97,5.760000000000001,0.6900000000000001,7,9,0.59,0.41,1.2,2.0,0.17199999999999988,2.824,0.36399999999999993,0.5079999999999998,11.8,9.2,0.572,0.42800000000000005
250,59296,2020-12-20,15,13,sassuolo,milan,H,L,1,2,2.0,10.0,"[1, -1, 0, 1, 0]","[1, 1, 1, 0, 0]",5.0,1.0,3.0500000000000003,3.3500000000000005,0.14000000000000057,0.040000000000000036,15,11,0.68,0.32,0.8,0.8,2.14,0.944,-0.236,-0.72,9.6,18.4,0.572,0.42800000000000005
251,59296,2020-12-20,15,13,milan,sassuolo,A,W,2,1,10.0,2.0,"[1, 1, 1, 0, 0]","[1, -1, 0, 1, 0]",1.0,5.0,0.14000000000000057,0.040000000000000036,3.0500000000000003,3.3500000000000005,11,15,0.32,0.68,2.2,1.2,-1.412,-0.2920000000000001,2.162,0.5559999999999999,16.8,9.2,0.5359999999999999,0.4640000000000001
252,59297,2020-12-20,18,13,atalanta,roma,H,W,4,1,1.5,2.5,"[0, 0, -1, 1, 0]","[1, -1, 0, 1, 1]",7.0,3.0,-3.16,0.15000000000000058,-3.44,-3.9099999999999993,14,5,0.55,0.45,1.0,0.8,-1.1780000000000002,2.636,0.07600000000000011,0.9620000000000001,15.2,8.4,0.506,0.49399999999999994
253,59297,2020-12-20,18,13,roma,atalanta,A,L,1,4,2.5,1.5,"[1, -1, 0, 1, 1]","[0, 0, -1, 1, 0]",3.0,7.0,-3.44,-3.9099999999999993,-3.16,0.15000000000000058,5,14,0.45,0.55,2.2,1.2,-3.642000000000001,-1.9560000000000002,2.066,0.3679999999999999,14.6,8.8,0.512,0.4880000000000001
254,59298,2020-12-20,20,13,lazio,napoli,H,W,2,0,0.5,0,"[1, -1, 1, -1, 0]","[-1, 1, 1, 1, -1]",8.0,4.0,4.41,-1.02,1.9000000000000001,0.31,10,14,0.39,0.61,1.4,1.4,1.2200000000000002,-0.32599999999999996,-0.43600000000000005,-0.5900000000000001,11.0,11.8,0.526,0.47400000000000003
255,59298,2020-12-20,20,13,napoli,lazio,A,L,0,2,0,0.5,"[-1, 1, 1, 1, -1]","[1, -1, 1, -1, 0]",4.0,8.0,1.9000000000000001,0.31,4.41,-1.02,14,10,0.61,0.39,2.2,1.0,4.119999999999999,2.7279999999999998,1.3079999999999996,-0.27399999999999997,16.2,8.2,0.6060000000000001,0.394
256,59299,2020-12-22,18,14,crotone,parma,H,W,2,1,0,0,"[-1, -1, 1, 0, -1]","[1, 0, 0, 0, -1]",20.0,15.0,2.0200000000000005,0.42000000000000004,-0.9399999999999996,1.0699999999999996,11,14,0.49,0.51,1.0,1.8,0.012000000000000099,-0.8480000000000001,2.742,1.0119999999999998,6.6,12.8,0.472,0.5279999999999999
257,59299,2020-12-22,18,14,parma,crotone,A,L,1,2,0,0,"[1, 0, 0, 0, -1]","[-1, -1, 1, 0, -1]",15.0,20.0,-0.9399999999999996,1.0699999999999996,2.0200000000000005,0.42000000000000004,14,11,0.51,0.49,0.8,1.4,0.9199999999999999,-0.592,0.4319999999999998,0.582,9.4,15.0,0.466,0.534
258,59300,2020-12-22,20,14,juventus,fiorentina,H,L,0,3,9.0,1.0,"[0, 1, 1, 0, 1]","[-1, 0, -1, 0, 0]",5.0,16.0,-2.0300000000000002,1.26,0.9000000000000004,-1.03,13,9,0.53,0.47,2.2,0.8,0.29600000000000004,-0.016000000000000125,1.504,-0.2720000000000001,16.4,8.8,0.634,0.366
259,59300,2020-12-22,20,14,fiorentina,juventus,A,W,3,0,1.0,9.0,"[-1, 0, -1, 0, 0]","[0, 1, 1, 0, 1]",16.0,5.0,0.9000000000000004,-1.03,-2.0300000000000002,1.26,9,13,0.47,0.53,0.6,1.6,1.5339999999999994,-0.14999999999999986,-0.46999999999999986,-1.014,10.8,12.4,0.512,0.488
260,59301,2020-12-23,18,14,verona,inter,H,L,1,2,0.5,8.0,"[1, 0, 1, -1, 0]","[1, 1, 1, 1, 1]",9.0,2.0,-1.1099999999999994,-5.01,5.290000000000002,1.73,6,18,0.4,0.6,1.4,1.0,-0.5319999999999999,-3.21,1.9599999999999997,1.5240000000000002,9.2,13.0,0.45999999999999996,0.54
261,59301,2020-12-23,18,14,inter,verona,A,W,2,1,8.0,0.5,"[1, 1, 1, 1, 1]","[1, 0, 1, -1, 0]",2.0,9.0,5.290000000000002,1.73,-1.1099999999999994,-5.01,18,6,0.6,0.4,2.4,0.6,2.3240000000000003,0.716,1.8719999999999999,2.8,12.0,12.4,0.43999999999999995,0.56
262,59302,2020-12-23,20,14,bologna,atalanta,H,D,2,2,1.0,2.5,"[1, -1, -1, 0, 0]","[0, -1, 1, 0, 1]",14.0,7.0,-0.6200000000000001,-0.48,1.7,-0.06999999999999984,9,12,0.46,0.54,1.2,2.2,1.4720000000000002,-0.804,-0.42399999999999993,-0.4740000000000002,12.2,12.2,0.524,0.476
263,59302,2020-12-23,20,14,atalanta,bologna,A,D,2,2,2.5,1.0,"[0, -1, 1, 0, 1]","[1, -1, -1, 0, 0]",7.0,14.0,1.7,-0.06999999999999984,-0.6200000000000001,-0.48,12,9,0.54,0.46,1.6,0.8,-1.746,2.1100000000000003,-0.4979999999999999,-0.051999999999999866,16.2,7.4,0.5119999999999999,0.488
264,59303,2020-12-23,20,14,milan,lazio,H,W,3,2,11.0,1.5,"[1, 1, 0, 0, 1]","[-1, 1, -1, 0, 1]",1.0,8.0,0.10999999999999999,-0.94,3.64,0.18999999999999995,13,13,0.38,0.62,2.0,1.2,-1.5299999999999998,0.02999999999999998,1.9439999999999997,1.028,16.0,8.4,0.524,0.476
265,59303,2020-12-23,20,14,lazio,milan,A,L,2,3,1.5,11.0,"[-1, 1, -1, 0, 1]","[1, 1, 0, 0, 1]",8.0,1.0,3.64,0.18999999999999995,0.10999999999999999,-0.94,13,13,0.62,0.38,1.4,1.4,2.172,-0.44000000000000006,0.156,-0.4720000000000001,10.0,12.0,0.506,0.49400000000000005
266,59304,2020-12-23,20,14,napoli,torino,H,D,1,1,0,0.5,"[1, 1, 1, -1, -1]","[0, -1, -1, -1, 0]",4.0,18.0,2.2,-0.3100000000000002,2.24,-0.7999999999999997,15,10,0.65,0.35,2.0,0.8,3.6719999999999997,2.5919999999999996,2.0439999999999996,-0.16399999999999992,15.2,7.2,0.604,0.396
267,59304,2020-12-23,20,14,torino,napoli,A,D,1,1,0.5,0,"[0, -1, -1, -1, 0]","[1, 1, 1, -1, -1]",18.0,4.0,2.24,-0.7999999999999997,2.2,-0.3100000000000002,10,15,0.35,0.65,1.4,2.2,3.2119999999999997,-0.04200000000000011,0.6899999999999997,-0.9140000000000003,12.0,13.4,0.476,0.524
268,59305,2020-12-23,20,14,roma,cagliari,H,W,3,2,0,1.0,"[-1, 0, 1, 1, -1]","[0, 0, -1, 0, 0]",3.0,13.0,-4.050000000000001,-1.82,6.5,2.74,15,10,0.62,0.38,1.8,2.0,-4.0920000000000005,-2.62,1.428,0.354,11.4,11.4,0.48600000000000004,0.514
269,59305,2020-12-23,20,14,cagliari,roma,A,L,2,3,1.0,0,"[0, 0, -1, 0, 0]","[-1, 0, 1, 1, -1]",13.0,3.0,6.5,2.74,-4.050000000000001,-1.82,10,15,0.38,0.62,1.0,1.4,2.076,2.024,-0.050000000000000024,0.5399999999999999,11.2,16.0,0.45,0.55
270,59306,2020-12-23,20,14,sampdoria,sassuolo,H,L,2,3,2,0,"[0, -1, -1, 1, 1]","[-1, 0, 1, 0, -1]",10.0,6.0,4.83,2.2899999999999996,3.39,2.8400000000000003,26,14,0.46,0.54,1.8,1.6,3.968,2.288,1.1179999999999999,0.25200000000000006,9.8,11.8,0.406,0.5940000000000001
271,59306,2020-12-23,20,14,sassuolo,sampdoria,A,W,3,2,0,2,"[-1, 0, 1, 0, -1]","[0, -1, -1, 1, 1]",6.0,10.0,3.39,2.8400000000000003,4.83,2.2899999999999996,14,26,0.54,0.46,0.6,1.2,2.438,1.372,0.2620000000000001,-0.466,10.4,16.8,0.6100000000000001,0.38999999999999996
272,59307,2020-12-23,20,14,spezia,genoa,H,L,1,2,0,0,"[0, -1, -1, 0, -1]","[-1, 0, -1, 0, -1]",17.0,19.0,-1.4700000000000002,0.5599999999999997,-0.5300000000000002,3.88,8,7,0.67,0.33,1.4,2.4,-0.49600000000000016,2.93,1.4680000000000002,-0.3420000000000001,11.4,8.8,0.5799999999999998,0.42000000000000004
273,59307,2020-12-23,20,14,genoa,spezia,A,W,2,1,0,0,"[-1, 0, -1, 0, -1]","[0, -1, -1, 0, -1]",19.0,17.0,-0.5300000000000002,3.88,-1.4700000000000002,0.5599999999999997,7,8,0.33,0.67,1.0,2.0,-0.017999999999999926,-0.12600000000000006,-0.09400000000000008,-0.514,7.8,14.0,0.442,0.5579999999999999
274,59308,2020-12-23,20,14,udinese,benevento,H,L,0,2,4.5,1.5,"[1, 1, 1, 0, 0]","[0, 0, -1, 0, 1]",11.0,12.0,-2.3,-1.0999999999999996,0.5699999999999992,-2.88,15,9,0.61,0.39,1.6,0.8,0.33599999999999997,-1.184,1.556,1.008,11.0,9.2,0.4600000000000001,0.54
275,59308,2020-12-23,20,14,benevento,udinese,A,W,2,0,1.5,4.5,"[0, 0, -1, 0, 1]","[1, 1, 1, 0, 0]",12.0,11.0,0.5699999999999992,-2.88,-2.3,-1.0999999999999996,9,15,0.39,0.61,0.8,0.6,2.206,-0.29400000000000004,1.198,-0.03400000000000016,14.4,10.6,0.41600000000000004,0.584
276,59309,2021-01-03,12,15,inter,crotone,H,W,6,2,9.0,1,"[1, 1, 1, 1, 1]","[-1, 1, 0, -1, 1]",2.0,19.0,3.189999999999999,2.1399999999999997,3.5300000000000002,2.09,16,9,0.47,0.53,2.2,0.8,3.3600000000000008,1.078,1.206,1.404,13.4,11.0,0.48999999999999994,0.51
277,59309,2021-01-03,12,15,crotone,inter,A,L,2,6,1,9.0,"[-1, 1, 0, -1, 1]","[1, 1, 1, 1, 1]",19.0,2.0,3.5300000000000002,2.09,3.189999999999999,2.1399999999999997,9,16,0.53,0.47,1.4,1.8,0.5560000000000003,-0.53,2.098,1.39,7.2,12.8,0.46799999999999997,0.532
278,59310,2021-01-03,15,15,atalanta,sassuolo,H,W,5,1,3.0,1,"[-1, 1, 0, 1, 0]","[0, 1, 0, -1, 1]",7.0,4.0,-2.769999999999999,1.0799999999999998,4.86,2.36,23,10,0.45,0.55,2.0,1.2,-1.4540000000000002,1.1080000000000003,-0.8919999999999998,-0.8359999999999997,16.4,7.4,0.53,0.47000000000000003
279,59310,2021-01-03,15,15,sassuolo,atalanta,A,L,1,5,1,3.0,"[0, 1, 0, -1, 1]","[-1, 1, 0, 1, 0]",4.0,7.0,4.86,2.36,-2.769999999999999,1.0799999999999998,10,23,0.55,0.45,1.2,1.0,2.672,1.546,1.2060000000000002,0.007999999999999919,10.6,19.8,0.588,0.41200000000000003
280,59311,2021-01-03,15,15,cagliari,napoli,H,L,1,4,0,0.5,"[0, -1, 0, 0, -1]","[1, 1, -1, -1, 0]",15.0,5.0,7.35,1.8599999999999999,2.18,-0.5000000000000002,8,34,0.37,0.63,1.0,1.6,3.3340000000000005,2.1719999999999997,-0.7540000000000002,-0.54,10.8,16.0,0.45,0.55
281,59311,2021-01-03,15,15,napoli,cagliari,A,W,4,1,0.5,0,"[1, 1, -1, -1, 0]","[0, -1, 0, 0, -1]",5.0,15.0,2.18,-0.5000000000000002,7.35,1.8599999999999999,34,8,0.63,0.37,1.4,1.0,3.524,2.352,3.2359999999999998,0.008000000000000163,15.4,7.6,0.626,0.374
